T0;ALFA;BETA;pt3;ps4;dp14;dp24;dp34;K1;K2;K3;K4;K5;K6;status
303.46;-5.6;0;103229.54;100442.5;-81.07;-52.38;-13.29;-1669.15;248.6;536.5;-13.87;8.5;-16.29;1
303.5;-4.53;0;103230.14;100443.09;-81.1;-52.01;-13.12;-2005.45;254.53;480.88;-12.52;5.33;-14.46;1
303.51;-3.43;0;103230.75;100444.9;-81.8;-53.16;-14.34;-2357.66;260.65;410.39;-14.17;8.38;-16.33;1
303.53;-2.36;0;103234.37;100444.3;-81.57;-52.91;-14.06;-2690.91;271.17;347.51;-12.29;7.09;-15.78;1
303.56;-1.27;0;103231.95;100443.7;-81.57;-52.89;-14.08;-3011.29;280.1;280.25;-9.4;4.65;-16.64;1
303.6;-0.21;0;103233.16;100445.5;-82.27;-53.1;-14.61;-3327.88;290.86;220.18;-13.09;8.2;-12.7;1
303.62;0.87;0;103235.58;100447.3;-82.98;-54.12;-15.29;-3650.52;305.98;148.93;-8.66;5.56;-14.3;1
303.66;1.94;0;103239.8;100449.1;-82.61;-53.44;-15.36;-3961.04;318.36;85.34;-10.32;7.97;-6.32;1
303.69;3.02;0;103239.8;100448.5;-82.01;-52.67;-14.62;-4269.29;332.11;9.65;-7.91;7.19;-10.98;1
303.7;4.08;0;103241.61;100451.5;-82.69;-53.46;-15.35;-4566.16;353.94;-50.22;-1.97;5.26;-6.36;1
303.74;5.15;0;103242.82;100450.91;-83.97;-54.22;-16.38;-4865.31;372.51;-119.56;-5.11;7.03;-8.65;1
303.76;6.23;0;103242.22;100450.91;-82.84;-53.49;-15.48;-5156.11;393.41;-189.05;-5.23;9.26;-2.41;1
303.79;7.3;0;103243.42;100451.5;-83.1;-54.33;-16.23;-5456.01;417.51;-259.43;-1.28;6.44;-4.85;1
303.81;8.38;0;103247.05;100456.3;-83;-53.87;-16.16;-5739.23;441.63;-320.67;-0.38;6.84;1.94;1
303.83;9.43;0;103251.88;100456.3;-83.18;-53.89;-15.85;-6012.61;464.61;-390.91;-1;9.8;7.39;1
303.85;10.49;0;103253.09;100456.91;-83.73;-54.38;-16.34;-6264.01;490.36;-463.68;-0.1;9.11;5.27;1
303.87;11.56;0;103254.89;100462.31;-83.8;-54.62;-17.28;-6480.56;517.06;-528.52;-1.24;9.82;8.01;1
303.89;12.6;0;103256.1;100464.11;-83.52;-54.56;-16.73;-6673.62;545.17;-601.38;4.18;6.89;6.89;1
303.9;13.65;0;103258.52;100467.71;-83.75;-54.92;-17.67;-6835.61;575.6;-662.5;2;7.67;15;1
303.93;14.63;0;103262.14;100479.12;-83.1;-54.31;-16.51;-6689.05;721.74;-648.92;-35.83;6.58;-34.13;1
303.94;15.63;0;103266.37;100485.12;-83.22;-53.9;-16.53;-6721.39;803.92;-665.54;-55.62;13.38;-41.39;1
301.31;-9.8;0;103556.12;100743.88;-81.24;-52.84;-12.6;-764.06;343.7;778.4;-25.81;-9.56;2.33;1
301.35;-8.72;0;103557.34;100742.67;-81.94;-53.22;-13.09;-1157.4;326.33;728.92;-27.22;-8.52;3.12;1
301.4;-7.62;0;103554.92;100740.27;-82.49;-53.36;-13.55;-1626.52;312.34;686.95;-18.46;7.39;-13.39;1
301.44;-6.53;0;103550.7;100739.67;-82.78;-54.7;-14.43;-1970.57;314.08;626.06;-19.29;7.39;-10.07;1
301.46;-5.46;0;103553.11;100737.87;-82.55;-52.96;-13.48;-2314.62;319.96;559.67;-15.55;7.42;-12.73;1
301.51;-4.38;0;103548.88;100737.87;-82.21;-53.73;-14.16;-2652.61;326.76;496.58;-15.35;6.99;-14.84;1
301.54;-3.3;0;103551.3;100736.06;-82.71;-53.89;-14.57;-2995.89;335.4;435.6;-15.65;7.48;-13.79;1
301.57;-2.22;0;103550.09;100736.67;-82.68;-53.82;-14.09;-3325.54;346.34;369.88;-13.92;6.16;-13.64;1
301.63;-1.14;0;103547.67;100736.06;-83.05;-53.43;-14.2;-3646.84;358.91;302.33;-13.2;6.46;-7.16;1
301.66;-0.06;0;103550.7;100734.87;-83.05;-53.69;-14.47;-3957.53;373.54;237.41;-11.97;7;-9.78;1
301.72;1.01;0;103548.28;100733.06;-82.92;-53.47;-14.32;-4275.04;389.78;171.2;-10.73;6.4;-9.47;1
301.76;2.08;0;103547.07;100735.47;-83.31;-54.62;-15.4;-4570.58;405.59;103.38;-11.02;5.36;-0.59;1
301.82;3.16;0;103547.07;100732.47;-83.29;-54.4;-15.39;-4884.3;423.9;34.7;-9.77;6.84;-1.3;1
301.86;4.22;0;103547.07;100733.06;-83.71;-53.6;-15.29;-5174.52;443.38;-32.34;-8.02;6.27;0.75;1
301.87;5.29;0;103547.67;100733.66;-84.21;-55.52;-16.48;-5480.66;463.99;-112.03;-7.26;5.94;0.21;1
301.93;6.36;0;103546.47;100733.06;-84.21;-54.48;-16.31;-5774.67;487.38;-172.62;-6.52;6.06;5.63;1
301.96;7.44;0;103548.88;100733.06;-84.47;-55.03;-16.96;-6077.76;512.14;-245.26;-4.74;8.04;15.48;1
301.99;8.51;0;103547.07;100732.47;-84.68;-55.05;-16.88;-6352.06;537.84;-316.26;-3.99;7.74;22.82;1
302.01;9.57;0;103548.88;100732.47;-83.69;-54.4;-16.42;-6611.21;564.01;-390.17;-3.23;7.93;21.29;1
302.06;10.62;0;103549.48;100733.66;-84.47;-55.14;-17.02;-6842.33;590.44;-454.36;-2;7.9;26.48;1
302.1;11.67;0;103550.09;100733.66;-84.5;-55.21;-16.83;-7034.81;619.19;-521.62;-3.81;8.39;24.1;1
302.13;12.72;0;103553.11;100736.06;-84.19;-55.3;-17.01;-7200;649.12;-592.88;-4.11;8.67;29.93;1
302.15;13.73;0;103553.71;100736.67;-84.03;-54.6;-16.88;-7337.16;682.07;-654.69;-3.42;9.21;41.26;1
302.19;14.7;0;103556.12;100754.08;-84.24;-55.24;-17.6;-7166.46;860.79;-635.68;-52.41;13.29;-3.78;1
302.2;15.36;0;103560.35;100760.68;-83.72;-54.86;-16.81;-7130.05;940.95;-612.17;-72.46;10.64;-11.2;1
302.19;0.82;-20.01;103527.16;100721.06;-84.12;-52.89;-14.56;-3610.27;316.95;93.15;569.35;-197.42;261.25;1
302.28;0.84;-18;103519.91;100716.86;-83.67;-52.72;-14.66;-3701.13;320.05;91.98;504.03;-185.25;228.95;1
302.32;0.86;-15.99;103519.91;100713.86;-83.23;-53.1;-14.94;-3798.79;332.77;96.67;431.67;-171.21;203.56;1
302.37;0.88;-14.01;103518.7;100711.45;-83.26;-53.1;-14.37;-3885.08;345.07;105.49;362.32;-155.34;189.71;1
302.42;0.9;-12.02;103519.91;100711.45;-83.18;-53.8;-15.67;-3970.62;357.59;118.79;294.49;-137.4;165.34;1
302.45;0.91;-10.01;103519.91;100709.66;-83.34;-53.94;-15.62;-4069.81;367.59;134.67;239.28;-116.96;135.52;1
302.49;0.93;-8.01;103515.68;100707.85;-82.48;-52.93;-14.3;-4139.46;372.56;141.94;180;-91.44;107.49;1
302.53;0.94;-6;103515.68;100705.45;-83.22;-53.34;-14.96;-4192.45;377.34;156.16;131.32;-65.23;78.84;1
302.56;0.94;-3.99;103514.47;100706.65;-82.98;-53.44;-14.93;-4225.73;383.74;158.33;83.15;-42.44;50.92;1
302.58;0.94;-2.02;103513.88;100704.85;-82.54;-53.44;-14.6;-4236.3;383.28;161.21;35.95;-20.11;26.6;1
302.64;0.94;0;103512.66;100705.45;-83.35;-54.11;-15;-4240.81;384.41;162.15;-14.78;7.54;-9.05;1
302.67;0.94;1.99;103513.88;100706.65;-83.46;-54.33;-15.78;-4230.17;384.2;157.69;-57.94;30.59;-31.19;1
302.7;0.94;4.01;103516.29;100705.45;-82.65;-53.92;-14.27;-4221.79;384.9;155.35;-104.12;51.8;-59.91;1
302.74;0.93;5.99;103508.44;100706.05;-82.52;-54.23;-15.3;-4169.48;382.2;150.56;-153.38;76.5;-85.3;1
302.76;0.92;8.02;103510.85;100707.85;-82.13;-53.82;-14.57;-4111.12;377.42;147.08;-202.13;102.81;-116.8;1
302.78;0.9;10;103510.85;100707.85;-82.56;-54.47;-15.51;-4033.05;371.51;135.2;-252.92;126.16;-147.42;1
302.8;0.88;12;103510.85;100708.45;-81.85;-53.75;-14.08;-3937.56;365.15;114.84;-306.22;149.54;-176.95;1
302.82;0.87;13.99;103510.25;100709.05;-82.12;-54.25;-14.88;-3848.9;353.05;106.4;-362.1;163.9;-201.34;1
302.83;0.84;16.02;103510.25;100710.25;-82.14;-54.04;-14.83;-3735.98;343.69;100.47;-433.13;184.76;-222.13;1
302.86;0.82;18;103508.44;100711.45;-82.07;-54.35;-14.92;-3651.84;341.44;96.69;-496.55;199.39;-249.24;1
302.86;0.79;20.01;103509.05;100715.05;-81.76;-54.33;-14.99;-3493.41;344.89;95.86;-539.33;191.49;-202.43;1
301.56;0.83;-20.02;103507.84;100706.65;-83.57;-52.28;-14.75;-3406.34;256.63;-116.92;1165.34;487.53;307.68;1
301.63;0.85;-18;103509.65;100700.65;-84.54;-52.88;-15.14;-3466.97;276.78;-149.07;1009.4;401.58;283.35;1
301.7;0.87;-15.99;103507.23;100697.64;-84.47;-53.74;-15.23;-3544.26;303.35;-173.29;863.59;327.12;249.63;1
301.77;0.89;-14;103504.21;100695.24;-84.19;-53.28;-14.94;-3616.27;326.29;-186.8;730.89;271.94;222.1;1
301.83;0.91;-12;103504.21;100692.84;-83.64;-53.35;-15.48;-3686.77;346.5;-198.78;613.32;217.66;193.94;1
301.87;0.93;-10;103503.61;100692.24;-83.2;-53.18;-14.96;-3770.18;362.34;-206.92;505.35;180.13;159.67;1
301.92;0.95;-8.02;103498.18;100688.04;-84.2;-53.72;-15.26;-3836.17;373.86;-212.27;404.93;155.24;128.08;1
301.96;0.96;-6;103497.57;100688.04;-83.92;-54.34;-15.72;-3878.68;385.62;-213.1;302.97;119.56;91.27;1
302.02;0.96;-4.01;103495.76;100685.04;-83.66;-53.67;-15.06;-3907.55;396.48;-217.77;205.04;82.05;53.71;1
302.06;0.97;-2.01;103492.74;100682.64;-83.19;-53.88;-14.91;-3919.76;401.59;-216.83;92.42;39.26;23.58;1
302.1;0.96;0;103489.12;100679.03;-83.09;-53.92;-14.62;-3919.11;403.08;-211.38;3.01;3.33;-9.66;1
302.15;0.96;1.99;103486.7;100678.44;-82.86;-54.02;-14.9;-3911.63;402.03;-212.01;-98.53;-36.48;-39.6;1
302.18;0.96;4;103486.1;100677.23;-82.4;-53.77;-14.49;-3905.69;396.84;-206.58;-199.59;-74.94;-74.64;1
302.23;0.95;6;103487.31;100677.23;-82.79;-54.06;-14.87;-3874.74;391.44;-199.98;-304.71;-108.54;-106.92;1
302.25;0.94;8;103486.7;100677.84;-82.15;-54.17;-14.84;-3819.56;379.87;-198.4;-402.27;-141.9;-142.43;1
302.29;0.92;10;103480.06;100677.84;-82.18;-54.7;-15.21;-3738.63;365.79;-193.71;-507.45;-178.7;-169.66;1
302.32;0.9;11.99;103480.06;100677.84;-81.61;-54.16;-14.33;-3653.14;352.15;-186.31;-619.7;-216.86;-204.66;1
302.33;0.88;14;103474.63;100678.44;-81.85;-54.02;-14.16;-3569.93;332.06;-178.93;-743.61;-278.97;-234.51;1
302.36;0.86;16.01;103477.65;100679.03;-81.41;-54.18;-14.79;-3490.5;312.63;-157.52;-885.72;-338.07;-258.43;1
302.4;0.84;18;103477.65;100683.23;-82.43;-55.3;-15.87;-3427.74;298.48;-136.06;-1016.69;-419.96;-300.98;1
302.44;0.79;20.01;103477.65;100685.64;-81.26;-55.3;-14.92;-3298.27;285.39;-99.42;-1144.73;-513.81;-263.87;1
302.87;-9.95;0;103175.8;100390.87;-80.9;-52.45;-12.93;-219.01;387.99;178.52;-8.23;-8.31;-18.1;1
302.9;-8.84;0;103175.2;100387.86;-80.43;-52.27;-12.17;-659.26;364.17;148.33;-2.51;-1.84;-17.55;1
302.93;-7.75;0;103172.79;100386.66;-81.55;-53.03;-13.89;-1055.53;357.37;108.05;2.76;7.96;-16.98;1
302.97;-6.66;0;103172.19;100386.06;-80.77;-52.74;-13.62;-1425.28;351.75;71.63;4.98;2.38;-20.96;1
302.99;-5.57;0;103169.16;100384.86;-81.53;-53.16;-14.49;-1791.23;352.78;33.43;3.2;9.95;-20.34;1
303.03;-4.49;0;103169.77;100383.06;-81.9;-53.35;-14.1;-2150.36;354.52;-6.49;7.47;7.16;-22.32;1
303.06;-3.41;0;103169.77;100382.46;-82.03;-53.36;-13.98;-2509.48;360.16;-45.67;6.7;7.85;-21.18;1
303.09;-2.31;0;103170.38;100380.66;-82;-53.4;-14.7;-2872.38;368.31;-80;4.43;10.15;-20.39;1
303.12;-1.23;0;103165.55;100380.06;-82;-53.59;-14.86;-3211.79;377.42;-121.72;5.69;3.73;-15.21;1
303.15;-0.16;0;103165.55;100378.26;-81.59;-52.79;-14.27;-3540.6;387.9;-157.37;5.43;8.37;-19.25;1
303.18;0.93;0;103164.94;100377.05;-81.95;-52.93;-14.78;-3880.01;398.39;-199.22;6.69;1.95;-14.08;1
303.21;2.01;0;103161.92;100376.45;-82.97;-54;-15.36;-4210.33;413.01;-238.08;7.46;3.85;-15.65;1
303.26;3.09;0;103165.55;100375.86;-82.9;-54.16;-15.94;-4541.39;428.32;-282.69;3.7;8.28;-7.39;1
303.27;4.16;0;103164.94;100375.86;-83.08;-54.15;-16.03;-4864.11;446.86;-323.6;4.99;2.6;-6.25;1
303.31;5.23;0;103167.96;100372.85;-82.9;-54.14;-15.74;-5192.9;466.75;-364.13;1.74;12.11;-7.13;1
303.34;6.31;0;103166.15;100374.66;-82.66;-53.92;-15.67;-5512.59;489.44;-399.71;6.57;6.9;-4.58;1
303.36;7.39;0;103170.38;100373.45;-83.21;-54.03;-16.3;-5842.87;515.31;-437.37;-1.21;11.36;9.28;1
303.38;8.46;0;103165.55;100372.85;-83.43;-54.51;-16.41;-6151.2;540.08;-473.12;8.17;6.39;7.87;1
303.4;9.54;0;103164.34;100371.66;-83.9;-54.59;-16.9;-6443.6;567.38;-504.56;9.46;5.81;14.88;1
303.43;10.6;0;103169.16;100371.66;-83.77;-54.87;-16.72;-6718.58;597.89;-535.8;4.7;7.12;15.61;1
303.44;11.66;0;103169.77;100373.45;-83.4;-54.6;-17.38;-6948.1;628.7;-551.01;7.46;4.53;17.09;1
303.47;12.7;0;103169.77;100374.66;-83.53;-54.76;-16.9;-7147.31;661.58;-572.68;1.13;11.89;24.43;1
303.5;13.75;0;103170.38;100376.45;-83.95;-54.85;-17.32;-7320.75;700.71;-573.81;3.37;10.74;29.08;1
303.52;14.45;0;103170.38;100390.27;-83.48;-54.36;-17.1;-7184.16;845.94;-494.61;-7.86;44.48;-25.22;1
303.51;14.74;0;103186.07;100393.27;-83.8;-54.6;-17;-7139.38;908.86;-468.41;-24.36;56.28;-46.06;1
302.87;-9.95;0;103175.8;100390.87;-24.87;-52.45;-12.93;-219.01;387.99;178.52;-8.23;-8.31;-18.1;0
302.9;-8.84;0;103175.2;100387.86;-73.93;-52.27;-12.17;-659.26;364.17;148.33;-2.51;-1.84;-17.55;0
302.93;-7.75;0;103172.79;100386.66;-60.69;-53.03;-13.89;-1055.53;357.37;108.05;2.76;7.96;-16.98;0
302.97;-6.66;0;103172.19;100386.06;-80.17;-52.74;-13.62;-1425.28;351.75;71.63;4.98;2.38;-20.96;0
302.99;-5.57;0;103169.16;100384.86;-84.62;-53.16;-14.49;-1791.23;352.78;33.43;3.2;9.95;-20.34;0
303.03;-4.49;0;103169.77;100383.06;-39.63;-53.35;-14.1;-2150.36;354.52;-6.49;7.47;7.16;-22.32;0
303.06;-3.41;0;103169.77;100382.46;-150.09;-53.36;-13.98;-2509.48;360.16;-45.67;6.7;7.85;-21.18;0
303.09;-2.31;0;103170.38;100380.66;-52.49;-53.4;-14.7;-2872.38;368.31;-80;4.43;10.15;-20.39;0
303.12;-1.23;0;103165.55;100380.06;-103.77;-53.59;-14.86;-3211.79;377.42;-121.72;5.69;3.73;-15.21;0
303.15;-0.16;0;103165.55;100378.26;-80.77;-52.79;-14.27;-3540.6;387.9;-157.37;5.43;8.37;-19.25;0
303.18;0.93;0;103164.94;100377.05;-136.76;-52.93;-14.78;-3880.01;398.39;-199.22;6.69;1.95;-14.08;0
303.21;2.01;0;103161.92;100376.45;-104.04;-54;-15.36;-4210.33;413.01;-238.08;7.46;3.85;-15.65;0
303.26;3.09;0;103165.55;100375.86;-113.56;-54.16;-15.94;-4541.39;428.32;-282.69;3.7;8.28;-7.39;0
303.27;4.16;0;103164.94;100375.86;-46.86;-54.15;-16.03;-4864.11;446.86;-323.6;4.99;2.6;-6.25;0
303.31;5.23;0;103167.96;100372.85;-145.21;-54.14;-15.74;-5192.9;466.75;-364.13;1.74;12.11;-7.13;0
303.34;6.31;0;103166.15;100374.66;-88.27;-53.92;-15.67;-5512.59;489.44;-399.71;6.57;6.9;-4.58;0
303.36;7.39;0;103170.38;100373.45;-76.91;-54.03;-16.3;-5842.87;515.31;-437.37;-1.21;11.36;9.28;0
303.38;8.46;0;103165.55;100372.85;-21.29;-54.51;-16.41;-6151.2;540.08;-473.12;8.17;6.39;7.87;0
303.4;9.54;0;103164.34;100371.66;-84.04;-54.59;-16.9;-6443.6;567.38;-504.56;9.46;5.81;14.88;0
303.43;10.6;0;103169.16;100371.66;-85.32;-54.87;-16.72;-6718.58;597.89;-535.8;4.7;7.12;15.61;0
303.44;11.66;0;103169.77;100373.45;-51.89;-54.6;-17.38;-6948.1;628.7;-551.01;7.46;4.53;17.09;0
303.47;12.7;0;103169.77;100374.66;-40.5;-54.76;-16.9;-7147.31;661.58;-572.68;1.13;11.89;24.43;0
303.5;13.75;0;103170.38;100376.45;-144.62;-54.85;-17.32;-7320.75;700.71;-573.81;3.37;10.74;29.08;0
303.52;14.45;0;103170.38;100390.27;-115.26;-54.36;-17.1;-7184.16;845.94;-494.61;-7.86;44.48;-25.22;0
303.51;14.74;0;103186.07;100393.27;-111.77;-54.6;-17;-7139.38;908.86;-468.41;-24.36;56.28;-46.06;0
303.15;-9.9;0;103108.8;100326.02;-80.53;-52.57;-12.91;-397.07;384.46;331.55;-3.82;-41.17;-44.34;1
303.19;-8.8;0;103108.8;100323.62;-80.5;-52.79;-12.84;-808.52;354.52;308.41;2.37;-19.79;-27.29;1
303.22;-7.72;0;103105.77;100321.82;-81.24;-52.71;-13.52;-1198.72;337.22;278.34;6.08;-3.16;-19.15;1
303.25;-6.63;0;103105.17;100323.62;-81.39;-52.83;-13.71;-1568.44;331.65;245.43;5.29;1.34;-16.03;1
303.28;-5.54;0;103105.77;100322.42;-81;-52.18;-12.97;-1937.39;332.04;205.1;3.01;4.5;-13.33;1
303.31;-4.45;0;103103.36;100321.82;-81.37;-52.87;-14.05;-2300.27;339.57;174.35;4.79;6.06;-17.35;1
303.32;-3.37;0;103108.19;100321.22;-81.34;-52.65;-13.67;-2667.69;348.01;145.79;8.09;8.07;-19.07;1
303.35;-2.29;0;103105.77;100321.82;-82.2;-53.49;-14.85;-3019.95;358.76;108.5;6.85;6.9;-14.91;1
303.38;-1.19;0;103105.17;100321.22;-82.6;-53.8;-14.82;-3370.7;368.59;75.26;3.58;4.81;-12.81;1
303.39;-0.12;0;103105.17;100321.22;-82.26;-53.39;-14.56;-3699.47;382.59;42.83;4.35;5.04;-8.55;1
303.42;0.97;0;103105.77;100322.42;-82.15;-53.58;-15.15;-4045.66;398.62;7.31;3.64;5.04;-6.63;1
303.47;2.04;0;103108.19;100320.62;-82.57;-53.91;-15.36;-4389.58;415.59;-27.71;6.46;7.35;-8.24;1
303.5;3.12;0;103106.98;100323.62;-83.07;-53.88;-15.68;-4711.52;435.78;-59.05;3.21;4.62;-4.25;1
303.53;4.21;0;103108.8;100321.22;-82.62;-53.38;-15.45;-5047.85;457.35;-96.19;6.56;6.49;-2.17;1
303.55;5.28;0;103109.4;100324.22;-83.62;-54.5;-16.22;-5375.84;479.14;-135.1;4.85;6.3;-5.8;1
303.58;6.37;0;103110.61;100321.82;-82.99;-53.8;-15.61;-5709.89;508.28;-164.47;3.16;5.66;-3.56;1
303.6;7.43;0;103110.61;100323.02;-83.46;-54.33;-16.15;-6023.48;534.47;-197.43;5.49;7.1;6.83;1
303.64;8.51;0;103111.21;100322.42;-82.96;-54.11;-16.1;-6339.33;565.01;-235.42;5.32;6.95;8.38;1
303.68;9.58;0;103110.61;100320.62;-82.83;-53.67;-15.93;-6630.19;595.58;-259.69;5.11;7.26;19.86;1
303.69;10.64;0;103113.02;100323.62;-83.59;-54.61;-17.1;-6893.77;626.62;-293.13;3.4;6.71;17.18;1
303.71;11.71;0;103116.04;100324.22;-83.49;-54.22;-16.58;-7130.06;662.75;-311.06;2.17;6.63;23.17;1
303.73;12.75;0;103114.23;100326.02;-83.64;-53.93;-16.6;-7320.91;698.7;-326.06;1.91;6.82;26.79;1
303.74;13.78;0;103117.25;100328.42;-83.38;-54.36;-16.79;-7489.77;739.03;-343.12;3.69;6.36;35.42;1
303.79;14.14;0;103122.08;100338.03;-84.09;-55.07;-17.94;-7347.17;842.12;-296.59;1.93;42.73;-12.96;1
303.28;-9.97;0;103102.16;100326.02;-79.85;-51.69;-11.76;-52.15;464.37;-79.29;-3.53;-42.55;-46.17;1
303.33;-8.88;0;103100.34;100324.22;-81.11;-52.77;-13.58;-460.61;434.38;-101.91;-4.4;-23.92;-25.11;1
303.35;-7.8;0;103099.73;100321.82;-81.06;-52.51;-12.66;-853.92;413.13;-140.16;2.37;-7.05;-24.24;1
303.38;-6.72;0;103100.34;100321.82;-81.15;-52.34;-13.68;-1216.13;405.92;-172.88;2.59;0.45;-12.71;1
303.43;-5.62;0;103099.73;100321.22;-81.33;-52.68;-13.47;-1576.06;397.09;-216.33;1.31;1.3;-15.33;1
303.45;-4.54;0;103097.93;100320.62;-81.29;-53.31;-13.85;-1933.71;398.84;-249.93;2.58;0.79;-13.2;1
303.49;-3.44;0;103097.93;100321.82;-81.55;-52.88;-14.34;-2294.38;399.43;-291.97;2.35;2.35;-11.42;1
303.51;-2.37;0;103103.36;100320.62;-81.71;-52.9;-14.2;-2645.96;403.7;-335.51;1.62;1.18;-14.38;1
303.54;-1.29;0;103101.55;100320.62;-81.59;-53.26;-14.51;-2982.38;409.61;-375.69;4.42;5.31;-5.08;1
303.56;-0.2;0;103100.95;100320.62;-82.25;-53.41;-14.47;-3321.83;420.32;-415.28;4.71;4.17;-8.53;1
303.59;0.88;0;103103.36;100321.22;-82.01;-53.36;-15.03;-3656.72;431.05;-448.01;5.5;5.78;-7.25;1
303.61;1.95;0;103101.55;100319.42;-81.49;-53.01;-13.95;-3982.53;439.25;-491.86;4.26;4.87;-4.11;1
303.65;3.03;0;103102.16;100320.02;-82.21;-53.44;-14.94;-4312.11;454.8;-531.29;4.57;4.9;0.28;1
303.69;4.11;0;103097.93;100320.62;-82.6;-53.25;-15.68;-4634.89;468.06;-564.26;3.85;6.3;0.23;1
303.7;5.19;0;103102.16;100320.62;-82.71;-53.76;-15.39;-4963.71;485;-603.25;3.65;6.8;6.79;1
303.73;6.26;0;103105.17;100320.02;-82.92;-53.69;-16.06;-5297.82;508.58;-637.25;3.48;5.24;0.49;1
303.76;7.34;0;103106.38;100320.62;-83.43;-53.93;-15.92;-5620.57;530.59;-674.92;6.83;7.58;17.31;1
303.78;8.41;0;103103.36;100320.62;-83.19;-53.67;-16.72;-5921.36;549.61;-711.82;4.61;9.26;19.82;1
303.81;9.49;0;103106.38;100320.62;-83.62;-54.65;-16.84;-6223.65;575.75;-748.27;2.92;8.43;22.05;1
303.83;10.56;0;103106.38;100321.22;-83.41;-54.99;-17.31;-6488.06;601.93;-776.69;4.23;8.54;21.03;1
303.85;11.61;0;103110;100321.22;-83.44;-54.13;-16.92;-6722.16;630.66;-801.9;4.01;9.85;22.65;1
303.88;12.66;0;103110.61;100321.82;-83.39;-54.34;-16.45;-6932.77;660.8;-819.82;4.28;11.62;24.07;1
303.91;13.68;0;103110;100326.02;-83.32;-54.18;-16.35;-7093.37;692.14;-836.57;6.03;10.46;36.69;1
303.92;14.18;0;103113.62;100338.03;-82.93;-54.04;-16.68;-6912.9;827.98;-710.96;-16.41;48.05;-17.62;1
301.81;-9.84;0;103498.18;100691.64;-81.03;-52.41;-12.63;-692.6;385.78;645.39;-3.12;-37.97;-50.01;1
301.86;-8.76;0;103495.16;100691.05;-81.92;-53.13;-13.24;-1019.85;379.71;617.67;-22.13;-56.43;-24.28;1
301.88;-7.65;0;103493.95;100688.04;-81.97;-52.77;-12.9;-1502.5;350.13;586.52;5.37;-4.31;-20.67;1
301.93;-6.56;0;103493.34;100688.04;-82.1;-53.75;-13.72;-1865.36;351.16;554.14;6.13;-0.02;-16.47;1
301.96;-5.47;0;103490.33;100687.44;-82.57;-53.92;-13.79;-2233.52;354.26;520.97;7.91;3.59;-16.67;1
301.99;-4.39;0;103489.12;100686.23;-82.57;-53.54;-13.52;-2594.09;365.17;491.59;5.68;5.84;-17.15;1
302.02;-3.3;0;103492.14;100686.84;-82.57;-53.71;-14.7;-2969.8;377.21;458.68;4.47;4.64;-15.14;1
302.06;-2.21;0;103495.76;100687.44;-82.39;-53.85;-14.22;-3331.88;392.25;424.35;4.29;4.15;-18.53;1
302.1;-1.14;0;103491.54;100686.84;-82.86;-53.45;-14.15;-3676.52;406.62;386.16;1.06;3.46;-10.74;1
302.14;-0.05;0;103492.14;100688.04;-82.83;-53.98;-15.25;-4009.81;422.84;350.64;3.89;5.07;-14.46;1
302.18;1.03;0;103490.94;100687.44;-83.04;-54.1;-14.96;-4353.69;441.81;312.01;3.21;3.93;-12.74;1
302.22;2.1;0;103492.74;100687.44;-82.62;-53.83;-14.6;-4681.66;462.17;281.81;3.52;4.17;-8.48;1
302.26;3.19;0;103495.76;100686.23;-83.04;-54.34;-15.07;-5024.02;486.19;246.09;2.35;5.35;-9.55;1
302.29;4.26;0;103495.16;100688.64;-83.43;-54.24;-15.75;-5343.65;511.38;213.17;4.7;6.31;-7.21;1
302.32;5.34;0;103495.16;100687.44;-83.8;-53.86;-16.03;-5674.63;537.48;175.57;1.51;4.51;-3.47;1
302.35;6.43;0;103493.34;100688.64;-83.38;-54.32;-15.91;-6003.34;566.8;138.81;1.87;5.49;-2.29;1
302.4;7.49;0;103495.76;100686.23;-83.49;-54.17;-15.76;-6341.89;597.03;95.18;5.78;5.08;2.25;1
302.44;8.58;0;103499.38;100688.04;-83.72;-54.46;-16.28;-6649.38;630.28;68.33;5.12;7.22;8.8;1
302.48;9.63;0;103496.97;100688.04;-83.96;-54.54;-16.58;-6932.63;661.47;39.42;3.42;5.48;12.87;1
302.51;10.7;0;103498.78;100691.64;-84.19;-54.87;-16.67;-7188.6;696.6;13.02;4.25;5.84;12.87;1
302.54;11.75;0;103503.61;100693.45;-84.61;-54.87;-17.04;-7421.84;733.35;-11.26;1.54;6;12.42;1
302.57;12.81;0;103502.41;100694.64;-84.43;-55.38;-16.94;-7604.31;772.7;-28.8;4.85;6.43;20.23;1
302.6;13.84;0;103504.81;100695.84;-84.64;-54.97;-17.5;-7780.71;814.79;-57.42;3.65;5.51;29.95;1
302.63;14.29;0;103509.65;100709.66;-84.32;-55.07;-17.07;-7480.45;941.5;-39.44;-16.68;46.55;-48.23;1
302.64;14.56;0;103510.25;100712.66;-83.72;-54.68;-16.83;-7478.83;982.12;-28.61;-23.6;47.84;-66.43;1
301.81;-9.84;0;103498.18;100691.64;-81.03;-79;-12.63;-692.6;385.78;645.39;-3.12;-37.97;-50.01;0
301.86;-8.76;0;103495.16;100691.05;-81.92;-125.77;-13.24;-1019.85;379.71;617.67;-22.13;-56.43;-24.28;0
